MSB,LSB,16-bit HEX,Decimal Value,Analog Output (V)
0xA0,0x25,0xA025,40997,0.56115836
0xA0,0x26,0xA026,40998,0.5611639
0xA0,0x27,0xA027,40999,0.56117402
0xA0,0x28,0xA028,41000,0.56119283
0xA0,0x29,0xA029,41001,0.5612074
0xA0,0x2A,0xA02A,41002,0.56122448
0xA0,0x2B,0xA02B,41003,0.56123807
0xA0,0x2C,0xA02C,41004,0.56124862
0xA0,0x2D,0xA02D,41005,0.56126352
0xA0,0x2E,0xA02E,41006,0.56128048
0xA0,0x2F,0xA02F,41007,0.56128896
0xA0,0x30,0xA030,41008,0.56129918
0xA0,0x31,0xA031,41009,0.56131691
0xA0,0x32,0xA032,41010,0.56133996
0xA0,0x33,0xA033,41011,0.56134605
0xA0,0x34,0xA034,41012,0.56135562
0xA0,0x35,0xA035,41013,0.56136378
0xA0,0x36,0xA036,41014,0.56138466
0xA0,0x37,0xA037,41015,0.5613914
0xA0,0x38,0xA038,41016,0.56139619
0xA0,0x39,0xA039,41017,0.56142642
0xA0,0x3A,0xA03A,41018,0.56143566
0xA0,0x3B,0xA03B,41019,0.56144034
0xA0,0x3C,0xA03C,41020,0.56145806
0xA0,0x3D,0xA03D,41021,0.56147514
0xA0,0x3E,0xA03E,41022,0.56149612
0xA0,0x3F,0xA03F,41023,0.56150472
0xA0,0x40,0xA040,41024,0.56152994
0xA0,0x41,0xA041,41025,0.56155017
0xA0,0x42,0xA042,41026,0.5615592
0xA0,0x43,0xA043,41027,0.56157801
0xA0,0x44,0xA044,41028,0.56157605
0xA0,0x45,0xA045,41029,0.56160433
0xA0,0x46,0xA046,41030,0.56160987
0xA0,0x47,0xA047,41031,0.56161553
0xA0,0x48,0xA048,41032,0.56163521
0xA0,0x49,0xA049,41033,0.56165914
0xA0,0x4A,0xA04A,41034,0.56167229
0xA0,0x4B,0xA04B,41035,0.56167632
0xA0,0x4C,0xA04C,41036,0.56169013
0xA0,0x4D,0xA04D,41037,0.56170024
0xA0,0x4E,0xA04E,41038,0.56172362
0xA0,0x4F,0xA04F,41039,0.56172341
0xA0,0x50,0xA050,41040,0.56173711
0xA0,0x51,0xA051,41041,0.56174983
0xA0,0x52,0xA052,41042,0.56176571
0xA0,0x53,0xA053,41043,0.56178778
0xA0,0x54,0xA054,41044,0.56178909
0xA0,0x55,0xA055,41045,0.56180268
0xA0,0x56,0xA056,41046,0.56181725
0xA0,0x57,0xA057,41047,0.56182628
0xA0,0x58,0xA058,41048,0.56183422
0xA0,0x59,0xA059,41049,0.56185945
0xA0,0x5A,0xA05A,41050,0.56187152
0xA0,0x5B,0xA05B,41051,0.56188587
0xA0,0x5C,0xA05C,41052,0.56190197
0xA0,0x5D,0xA05D,41053,0.56190697
0xA0,0x5E,0xA05E,41054,0.56193263
0xA0,0x5F,0xA05F,41055,0.56193166
0xA0,0x60,0xA060,41056,0.56195547
0xA0,0x61,0xA061,41057,0.56199049
0xA0,0x62,0xA062,41058,0.5620068
0xA0,0x63,0xA063,41059,0.56201398
0xA0,0x64,0xA064,41060,0.5620205
0xA0,0x65,0xA065,41061,0.56203192
0xA0,0x66,0xA066,41062,0.56205302
0xA0,0x67,0xA067,41063,0.56206193
0xA0,0x68,0xA068,41064,0.56207825
0xA0,0x69,0xA069,41065,0.56209782
0xA0,0x6A,0xA06A,41066,0.56209532
0xA0,0x6B,0xA06B,41067,0.56212609
0xA0,0x6C,0xA06C,41068,0.56212316
0xA0,0x6D,0xA06D,41069,0.56213599
0xA0,0x6E,0xA06E,41070,0.56215611
0xA0,0x6F,0xA06F,41071,0.56216383
0xA0,0x70,0xA070,41072,0.56218373
0xA0,0x71,0xA071,41073,0.56219928
0xA0,0x72,0xA072,41074,0.56222799
0xA0,0x73,0xA073,41075,0.56222462
0xA0,0x74,0xA074,41076,0.5622443
0xA0,0x75,0xA075,41077,0.56225507
0xA0,0x76,0xA076,41078,0.56226844
0xA0,0x77,0xA077,41079,0.56228236
0xA0,0x78,0xA078,41080,0.56229411
0xA0,0x79,0xA079,41081,0.56232108
0xA0,0x7A,0xA07A,41082,0.56232858
0xA0,0x7B,0xA07B,41083,0.56233793
0xA0,0x7C,0xA07C,41084,0.56235153
0xA0,0x7D,0xA07D,41085,0.56237012
0xA0,0x7E,0xA07E,41086,0.56237665
0xA0,0x7F,0xA07F,41087,0.56238796
0xA0,0x80,0xA080,41088,0.5624084
0xA0,0x81,0xA081,41089,0.56243026
0xA0,0x82,0xA082,41090,0.56243646
0xA0,0x83,0xA083,41091,0.56244124
0xA0,0x84,0xA084,41092,0.56246288
0xA0,0x85,0xA085,41093,0.56246984
0xA0,0x86,0xA086,41094,0.56247039
0xA0,0x87,0xA087,41095,0.56248855
0xA0,0x88,0xA088,41096,0.56250812
0xA0,0x89,0xA089,41097,0.56253694
0xA0,0x8A,0xA08A,41098,0.56254194
0xA0,0x8B,0xA08B,41099,0.56254434
0xA0,0x8C,0xA08C,41100,0.56256978
0xA0,0x8D,0xA08D,41101,0.56257326
0xA0,0x8E,0xA08E,41102,0.56258522
0xA0,0x8F,0xA08F,41103,0.56260458
0xA0,0x90,0xA090,41104,0.56261915
0xA0,0x91,0xA091,41105,0.56262437
0xA0,0x92,0xA092,41106,0.56264547
0xA0,0x93,0xA093,41107,0.56266918
0xA0,0x94,0xA094,41108,0.56266885
0xA0,0x95,0xA095,41109,0.56268908
0xA0,0x96,0xA096,41110,0.56269821
0xA0,0x97,0xA097,41111,0.56270637
0xA0,0x98,0xA098,41112,0.5627304
0xA0,0x99,0xA099,41113,0.56273899
0xA0,0x9A,0xA09A,41114,0.56275389
0xA0,0x9B,0xA09B,41115,0.56276183
0xA0,0x9C,0xA09C,41116,0.56277412
0xA0,0x9D,0xA09D,41117,0.56279619
0xA0,0x9E,0xA09E,41118,0.56281729
0xA0,0x9F,0xA09F,41119,0.56281305
0xA0,0xA0,0xA0A0,41120,0.56284611
0xA0,0xA1,0xA0A1,41121,0.56285557
0xA0,0xA2,0xA0A2,41122,0.56287166
0xA0,0xA3,0xA0A3,41123,0.56288015
0xA0,0xA4,0xA0A4,41124,0.56288808
0xA0,0xA5,0xA0A5,41125,0.56289776
0xA0,0xA6,0xA0A6,41126,0.56292027
0xA0,0xA7,0xA0A7,41127,0.56291853
0xA0,0xA8,0xA0A8,41128,0.56294583
0xA0,0xA9,0xA0A9,41129,0.56295344
0xA0,0xAA,0xA0AA,41130,0.56297117
0xA0,0xAB,0xA0AB,41131,0.56298052
0xA0,0xAC,0xA0AC,41132,0.56298835
0xA0,0xAD,0xA0AD,41133,0.56299574
0xA0,0xAE,0xA0AE,41134,0.56300988
0xA0,0xAF,0xA0AF,41135,0.56302021
0xA0,0xB0,0xA0B0,41136,0.56305055
0xA0,0xB1,0xA0B1,41137,0.56306762
0xA0,0xB2,0xA0B2,41138,0.56307687
0xA0,0xB3,0xA0B3,41139,0.56309992
0xA0,0xB4,0xA0B4,41140,0.56309775
0xA0,0xB5,0xA0B5,41141,0.56312037
0xA0,0xB6,0xA0B6,41142,0.56312265
0xA0,0xB7,0xA0B7,41143,0.56313135
0xA0,0xB8,0xA0B8,41144,0.56315571
0xA0,0xB9,0xA0B9,41145,0.56318398
0xA0,0xBA,0xA0BA,41146,0.56319562
0xA0,0xBB,0xA0BB,41147,0.56320628
0xA0,0xBC,0xA0BC,41148,0.5632215
0xA0,0xBD,0xA0BD,41149,0.56322868
0xA0,0xBE,0xA0BE,41150,0.5632426
0xA0,0xBF,0xA0BF,41151,0.56325326
0xA0,0xC0,0xA0C0,41152,0.5632861
0xA0,0xC1,0xA0C1,41153,0.56329164
0xA0,0xC2,0xA0C2,41154,0.56331144
0xA0,0xC3,0xA0C3,41155,0.5633284
0xA0,0xC4,0xA0C4,41156,0.56333079
0xA0,0xC5,0xA0C5,41157,0.56334776
0xA0,0xC6,0xA0C6,41158,0.56335744
0xA0,0xC7,0xA0C7,41159,0.56336918
0xA0,0xC8,0xA0C8,41160,0.56339278
0xA0,0xC9,0xA0C9,41161,0.5633968
0xA0,0xCA,0xA0CA,41162,0.56341768
0xA0,0xCB,0xA0CB,41163,0.56342725
0xA0,0xCC,0xA0CC,41164,0.56342845
0xA0,0xCD,0xA0CD,41165,0.56344911
0xA0,0xCE,0xA0CE,41166,0.56348173
0xA0,0xCF,0xA0CF,41167,0.5634763
0xA0,0xD0,0xA0D0,41168,0.56349598
0xA0,0xD1,0xA0D1,41169,0.56351392
0xA0,0xD2,0xA0D2,41170,0.56355024
0xA0,0xD3,0xA0D3,41171,0.56354829
0xA0,0xD4,0xA0D4,41172,0.56354676
0xA0,0xD5,0xA0D5,41173,0.56356677
0xA0,0xD6,0xA0D6,41174,0.56358591
0xA0,0xD7,0xA0D7,41175,0.56359048
0xA0,0xD8,0xA0D8,41176,0.56360462
0xA0,0xD9,0xA0D9,41177,0.56362811
0xA0,0xDA,0xA0DA,41178,0.56364094
0xA0,0xDB,0xA0DB,41179,0.56365399
0xA0,0xDC,0xA0DC,41180,0.56366203
0xA0,0xDD,0xA0DD,41181,0.56367519
0xA0,0xDE,0xA0DE,41182,0.56369216
0xA0,0xDF,0xA0DF,41183,0.56368987
0xA0,0xE0,0xA0E0,41184,0.56372598
0xA0,0xE1,0xA0E1,41185,0.563735
0xA0,0xE2,0xA0E2,41186,0.56376437
0xA0,0xE3,0xA0E3,41187,0.56376469
0xA0,0xE4,0xA0E4,41188,0.56378013
0xA0,0xE5,0xA0E5,41189,0.56379014
0xA0,0xE6,0xA0E6,41190,0.56380112
0xA0,0xE7,0xA0E7,41191,0.56380482
0xA0,0xE8,0xA0E8,41192,0.56382483
0xA0,0xE9,0xA0E9,41193,0.56384332
0xA0,0xEA,0xA0EA,41194,0.56385397
0xA0,0xEB,0xA0EB,41195,0.56386757
0xA0,0xEC,0xA0EC,41196,0.56388605
0xA0,0xED,0xA0ED,41197,0.56389095
0xA0,0xEE,0xA0EE,41198,0.56390791
0xA0,0xEF,0xA0EF,41199,0.5639202
0xA0,0xF0,0xA0F0,41200,0.5639351
0xA0,0xF1,0xA0F1,41201,0.56395032
0xA0,0xF2,0xA0F2,41202,0.56397436
0xA0,0xF3,0xA0F3,41203,0.56397403
0xA0,0xF4,0xA0F4,41204,0.56400024
0xA0,0xF5,0xA0F5,41205,0.56400752
0xA0,0xF6,0xA0F6,41206,0.56403406
0xA0,0xF7,0xA0F7,41207,0.56403406
0xA0,0xF8,0xA0F8,41208,0.56404896
0xA0,0xF9,0xA0F9,41209,0.56406462
0xA0,0xFA,0xA0FA,41210,0.5640868
0xA0,0xFB,0xA0FB,41211,0.56409311
0xA0,0xFC,0xA0FC,41212,0.56411138
0xA0,0xFD,0xA0FD,41213,0.56412519
0xA0,0xFE,0xA0FE,41214,0.56414106
0xA0,0xFF,0xA0FF,41215,0.56415216
0xA1,0x0,0xA100,41216,0.56418717
0xA1,0x1,0xA101,41217,0.56420446
0xA1,0x2,0xA102,41218,0.56422676
0xA1,0x3,0xA103,41219,0.56423198
0xA1,0x4,0xA104,41220,0.56424546
0xA1,0x5,0xA105,41221,0.56426264
0xA1,0x6,0xA106,41222,0.56426971
0xA1,0x7,0xA107,41223,0.00573618
0xA1,0x8,0xA108,41224,0.56429472
0xA1,0x9,0xA109,41225,0.5643094
0xA1,0xA,0xA10A,41226,0.56431636
0xA1,0xB,0xA10B,41227,0.56432626
0xA1,0xC,0xA10C,41228,0.56434236
0xA1,0xD,0xA10D,41229,0.56435638
0xA1,0xE,0xA10E,41230,0.56436563
0xA1,0xF,0xA10F,41231,0.56437835
0xA1,0x10,0xA110,41232,0.56439466
0xA1,0x11,0xA111,41233,0.56440891
0xA1,0x12,0xA112,41234,0.56441913
0xA1,0x13,0xA113,41235,0.56442326
0xA1,0x14,0xA114,41236,0.56443261
0xA1,0x15,0xA115,41237,0.56444566
0xA1,0x16,0xA116,41238,0.56447144
0xA1,0x17,0xA117,41239,0.56447709
0xA1,0x18,0xA118,41240,0.56449601
0xA1,0x19,0xA119,41241,0.56450569
0xA1,0x1A,0xA11A,41242,0.56452679
0xA1,0x1B,0xA11B,41243,0.56452527
0xA1,0x1C,0xA11C,41244,0.56454332
0xA1,0x1D,0xA11D,41245,0.56456257
0xA1,0x1E,0xA11E,41246,0.56457464
0xA1,0x1F,0xA11F,41247,0.56458345
0xA1,0x20,0xA120,41248,0.56460791
0xA1,0x21,0xA121,41249,0.56462803
0xA1,0x22,0xA122,41250,0.56464467
0xA1,0x23,0xA123,41251,0.56465109
0xA1,0x24,0xA124,41252,0.56466185
0xA1,0x25,0xA125,41253,0.56467251
0xA1,0x26,0xA126,41254,0.56469252
0xA1,0x27,0xA127,41255,0.56468969
0xA1,0x28,0xA128,41256,0.56471938
0xA1,0x29,0xA129,41257,0.56473058
0xA1,0x2A,0xA12A,41258,0.56474091
0xA1,0x2B,0xA12B,41259,0.56474146
0xA1,0x2C,0xA12C,41260,0.56476756
0xA1,0x2D,0xA12D,41261,0.56477582
0xA1,0x2E,0xA12E,41262,0.56478974
0xA1,0x2F,0xA12F,41263,0.56481203
0xA1,0x30,0xA130,41264,0.56482715
0xA1,0x31,0xA131,41265,0.56483802
0xA1,0x32,0xA132,41266,0.56484944
0xA1,0x33,0xA133,41267,0.56484912
0xA1,0x34,0xA134,41268,0.56486804
0xA1,0x35,0xA135,41269,0.56487826
0xA1,0x36,0xA136,41270,0.56489381
0xA1,0x37,0xA137,41271,0.56490175
0xA1,0x38,0xA138,41272,0.56492513
0xA1,0x39,0xA139,41273,0.56493753
0xA1,0x3A,0xA13A,41274,0.56495112
0xA1,0x3B,0xA13B,41275,0.56497189
0xA1,0x3C,0xA13C,41276,0.56498864
0xA1,0x3D,0xA13D,41277,0.56500114
0xA1,0x3E,0xA13E,41278,0.56501756
0xA1,0x3F,0xA13F,41279,0.56501833
0xA1,0x40,0xA140,41280,0.56504573
0xA1,0x41,0xA141,41281,0.56506356
0xA1,0x42,0xA142,41282,0.56508162
0xA1,0x43,0xA143,41283,0.56509477
0xA1,0x44,0xA144,41284,0.56510152
0xA1,0x45,0xA145,41285,0.56511924
0xA1,0x46,0xA146,41286,0.5651361
0xA1,0x47,0xA147,41287,0.56514469
0xA1,0x48,0xA148,41288,0.56516437
0xA1,0x49,0xA149,41289,0.56515904
0xA1,0x4A,0xA14A,41290,0.56518569
0xA1,0x4B,0xA14B,41291,0.56518503
0xA1,0x4C,0xA14C,41292,0.56520852
0xA1,0x4D,0xA14D,41293,0.56522842
0xA1,0x4E,0xA14E,41294,0.56523767
0xA1,0x4F,0xA14F,41295,0.56525735
0xA1,0x50,0xA150,41296,0.56525724
0xA1,0x51,0xA151,41297,0.56527453
0xA1,0x52,0xA152,41298,0.56529161
0xA1,0x53,0xA153,41299,0.5652977
0xA1,0x54,0xA154,41300,0.56530455
0xA1,0x55,0xA155,41301,0.56531444
0xA1,0x56,0xA156,41302,0.56532923
0xA1,0x57,0xA157,41303,0.56534196
0xA1,0x58,0xA158,41304,0.56536664
0xA1,0x59,0xA159,41305,0.56538382
0xA1,0x5A,0xA15A,41306,0.56539611
0xA1,0x5B,0xA15B,41307,0.56540731
0xA1,0x5C,0xA15C,41308,0.56540383
0xA1,0x5D,0xA15D,41309,0.56540742
0xA1,0x5E,0xA15E,41310,0.56543417
0xA1,0x5F,0xA15F,41311,0.56545212
0xA1,0x60,0xA160,41312,0.56548083
0xA1,0x61,0xA161,41313,0.5654929
0xA1,0x62,0xA162,41314,0.56550649
0xA1,0x63,0xA163,41315,0.565519
0xA1,0x64,0xA164,41316,0.56553389
0xA1,0x65,0xA165,41317,0.56554912
0xA1,0x66,0xA166,41318,0.56557359
0xA1,0x67,0xA167,41319,0.56558446
0xA1,0x68,0xA168,41320,0.56561208
0xA1,0x69,0xA169,41321,0.56561622
0xA1,0x6A,0xA16A,41322,0.56563187
0xA1,0x6B,0xA16B,41323,0.56563731
0xA1,0x6C,0xA16C,41324,0.56564971
0xA1,0x6D,0xA16D,41325,0.56567189
0xA1,0x6E,0xA16E,41326,0.56568701
0xA1,0x6F,0xA16F,41327,0.56568875
0xA1,0x70,0xA170,41328,0.56572431
0xA1,0x71,0xA171,41329,0.56573453
0xA1,0x72,0xA172,41330,0.56574388
0xA1,0x73,0xA173,41331,0.56575237
0xA1,0x74,0xA174,41332,0.56576063
0xA1,0x75,0xA175,41333,0.56579119
0xA1,0x76,0xA176,41334,0.56579837
0xA1,0x77,0xA177,41335,0.56580261
0xA1,0x78,0xA178,41336,0.56583643
0xA1,0x79,0xA179,41337,0.56584828
0xA1,0x7A,0xA17A,41338,0.56587177
0xA1,0x7B,0xA17B,41339,0.56587927
0xA1,0x7C,0xA17C,41340,0.56589243
0xA1,0x7D,0xA17D,41341,0.56590124
0xA1,0x7E,0xA17E,41342,0.56591984
0xA1,0x7F,0xA17F,41343,0.5659306
0xA1,0x80,0xA180,41344,0.56595116
0xA1,0x81,0xA181,41345,0.56596758
0xA1,0x82,0xA182,41346,0.56598726
0xA1,0x83,0xA183,41347,0.56599422
0xA1,0x84,0xA184,41348,0.56600314
0xA1,0x85,0xA185,41349,0.56602228
0xA1,0x86,0xA186,41350,0.56602619
0xA1,0x87,0xA187,41351,0.56604511
0xA1,0x88,0xA188,41352,0.56604848
0xA1,0x89,0xA189,41353,0.56605544
0xA1,0x8A,0xA18A,41354,0.5660735
0xA1,0x8B,0xA18B,41355,0.56609677
0xA1,0x8C,0xA18C,41356,0.56611754
0xA1,0x8D,0xA18D,41357,0.56612841
0xA1,0x8E,0xA18E,41358,0.56613744
0xA1,0x8F,0xA18F,41359,0.56614222
0xA1,0x90,0xA190,41360,0.56616539
0xA1,0x91,0xA191,41361,0.56617724
0xA1,0x92,0xA192,41362,0.56618964
0xA1,0x93,0xA193,41363,0.56619975
0xA1,0x94,0xA194,41364,0.56621704
0xA1,0x95,0xA195,41365,0.56621748
0xA1,0x96,0xA196,41366,0.56622291
0xA1,0x97,0xA197,41367,0.56624003
0xA1,0x98,0xA198,41368,0.56626428
0xA1,0x99,0xA199,41369,0.56627428
0xA1,0x9A,0xA19A,41370,0.56628244
0xA1,0x9B,0xA19B,41371,0.56628875
0xA1,0x9C,0xA19C,41372,0.56630723
0xA1,0x9D,0xA19D,41373,0.56632485
0xA1,0x9E,0xA19E,41374,0.56634606
0xA1,0x9F,0xA19F,41375,0.56635715
0xA1,0xA0,0xA1A0,41376,0.56638325
0xA1,0xA1,0xA1A1,41377,0.5663852
0xA1,0xA2,0xA1A2,41378,0.56640239
0xA1,0xA3,0xA1A3,41379,0.56641652
0xA1,0xA4,0xA1A4,41380,0.56642294
0xA1,0xA5,0xA1A5,41381,0.56643262
0xA1,0xA6,0xA1A6,41382,0.56645306
0xA1,0xA7,0xA1A7,41383,0.56645535
0xA1,0xA8,0xA1A8,41384,0.56647666
0xA1,0xA9,0xA1A9,41385,0.56648558
0xA1,0xAA,0xA1AA,41386,0.56650102
0xA1,0xAB,0xA1AB,41387,0.56651276
0xA1,0xAC,0xA1AC,41388,0.56652429
0xA1,0xAD,0xA1AD,41389,0.56654136
0xA1,0xAE,0xA1AE,41390,0.56655637
0xA1,0xAF,0xA1AF,41391,0.56657127
0xA1,0xB0,0xA1B0,41392,0.56659052
0xA1,0xB1,0xA1B1,41393,0.56660357
0xA1,0xB2,0xA1B2,41394,0.56661303
0xA1,0xB3,0xA1B3,41395,0.56661944
0xA1,0xB4,0xA1B4,41396,0.56663913
0xA1,0xB5,0xA1B5,41397,0.56665761
0xA1,0xB6,0xA1B6,41398,0.56667023
0xA1,0xB7,0xA1B7,41399,0.56667208
0xA1,0xB8,0xA1B8,41400,0.56669926
0xA1,0xB9,0xA1B9,41401,0.5667208
0xA1,0xBA,0xA1BA,41402,0.56674787
0xA1,0xBB,0xA1BB,41403,0.5667569
0xA1,0xBC,0xA1BC,41404,0.56676712
0xA1,0xBD,0xA1BD,41405,0.5667818
0xA1,0xBE,0xA1BE,41406,0.566778
0xA1,0xBF,0xA1BF,41407,0.56680203
0xA1,0xC0,0xA1C0,41408,0.56683781
0xA1,0xC1,0xA1C1,41409,0.56685379
0xA1,0xC2,0xA1C2,41410,0.56686141
0xA1,0xC3,0xA1C3,41411,0.56687304
0xA1,0xC4,0xA1C4,41412,0.56689077
0xA1,0xC5,0xA1C5,41413,0.56690567
0xA1,0xC6,0xA1C6,41414,0.56691719
0xA1,0xC7,0xA1C7,41415,0.56691763
0xA1,0xC8,0xA1C8,41416,0.56694634
0xA1,0xC9,0xA1C9,41417,0.56695406
0xA1,0xCA,0xA1CA,41418,0.56697548
0xA1,0xCB,0xA1CB,41419,0.56697211
0xA1,0xCC,0xA1CC,41420,0.56699734
0xA1,0xCD,0xA1CD,41421,0.56701104
0xA1,0xCE,0xA1CE,41422,0.56701691
0xA1,0xCF,0xA1CF,41423,0.56702725
0xA1,0xD0,0xA1D0,41424,0.5670491
0xA1,0xD1,0xA1D1,41425,0.56706368
0xA1,0xD2,0xA1D2,41426,0.56707129
0xA1,0xD3,0xA1D3,41427,0.56707575
0xA1,0xD4,0xA1D4,41428,0.56709586
0xA1,0xD5,0xA1D5,41429,0.56711479
0xA1,0xD6,0xA1D6,41430,0.5671212
0xA1,0xD7,0xA1D7,41431,0.56713675
0xA1,0xD8,0xA1D8,41432,0.56716133
0xA1,0xD9,0xA1D9,41433,0.56717242
0xA1,0xDA,0xA1DA,41434,0.56718406
0xA1,0xDB,0xA1DB,41435,0.56719602
0xA1,0xDC,0xA1DC,41436,0.56720809
0xA1,0xDD,0xA1DD,41437,0.5672281
0xA1,0xDE,0xA1DE,41438,0.56723419
0xA1,0xDF,0xA1DF,41439,0.56724909
0xA1,0xE0,0xA1E0,41440,0.56727638
0xA1,0xE1,0xA1E1,41441,0.56728846
0xA1,0xE2,0xA1E2,41442,0.56731662
0xA1,0xE3,0xA1E3,41443,0.56732499
0xA1,0xE4,0xA1E4,41444,0.56733478
0xA1,0xE5,0xA1E5,41445,0.56734065
0xA1,0xE6,0xA1E6,41446,0.56735272
0xA1,0xE7,0xA1E7,41447,0.56736969
0xA1,0xE8,0xA1E8,41448,0.56737828
0xA1,0xE9,0xA1E9,41449,0.5674009
0xA1,0xEA,0xA1EA,41450,0.56741547
0xA1,0xEB,0xA1EB,41451,0.56742395
0xA1,0xEC,0xA1EC,41452,0.56743744
0xA1,0xED,0xA1ED,41453,0.56745016
0xA1,0xEE,0xA1EE,41454,0.56746419
0xA1,0xEF,0xA1EF,41455,0.56748061
0xA1,0xF0,0xA1F0,41456,0.56750551
0xA1,0xF1,0xA1F1,41457,0.56752346
0xA1,0xF2,0xA1F2,41458,0.56753716
0xA1,0xF3,0xA1F3,41459,0.56753694
0xA1,0xF4,0xA1F4,41460,0.56754793
0xA1,0xF5,0xA1F5,41461,0.56755782
0xA1,0xF6,0xA1F6,41462,0.56758892
0xA1,0xF7,0xA1F7,41463,0.56760502
0xA1,0xF8,0xA1F8,41464,0.56762361
0xA1,0xF9,0xA1F9,41465,0.56764112
0xA1,0xFA,0xA1FA,41466,0.56766668
0xA1,0xFB,0xA1FB,41467,0.56767048
0xA1,0xFC,0xA1FC,41468,0.56770256
0xA1,0xFD,0xA1FD,41469,0.56771018
0xA1,0xFE,0xA1FE,41470,0.56772148
0xA1,0xFF,0xA1FF,41471,0.56772148
0xA2,0x0,0xA200,41472,0.56779804
0xA2,0x1,0xA201,41473,0.56780881
0xA2,0x2,0xA202,41474,0.56782044
0xA2,0x3,0xA203,41475,0.56783643
0xA2,0x4,0xA204,41476,0.56784198
0xA2,0x5,0xA205,41477,0.56785557
0xA2,0x6,0xA206,41478,0.56787069
0xA2,0x7,0xA207,41479,0.56786612
0xA2,0x8,0xA208,41480,0.56788983
0xA2,0x9,0xA209,41481,0.56790092
0xA2,0xA,0xA20A,41482,0.56791277
0xA2,0xB,0xA20B,41483,0.56792082
0xA2,0xC,0xA20C,41484,0.56794431
0xA2,0xD,0xA20D,41485,0.56795116
0xA2,0xE,0xA20E,41486,0.56797334
0xA2,0xF,0xA20F,41487,0.5679778
0xA2,0x10,0xA210,41488,0.56799585
0xA2,0x11,0xA211,41489,0.56800531
0xA2,0x12,0xA212,41490,0.56802565
0xA2,0x13,0xA213,41491,0.56802054
0xA2,0x14,0xA214,41492,0.56803631
0xA2,0x15,0xA215,41493,0.56805664
0xA2,0x16,0xA216,41494,0.56805697
0xA2,0x17,0xA217,41495,0.56807274
0xA2,0x18,0xA218,41496,0.56809383
0xA2,0x19,0xA219,41497,0.56811178
0xA2,0x1A,0xA21A,41498,0.56812287
0xA2,0x1B,0xA21B,41499,0.568127
0xA2,0x1C,0xA21C,41500,0.5681481
0xA2,0x1D,0xA21D,41501,0.56816137
0xA2,0x1E,0xA21E,41502,0.56818094
0xA2,0x1F,0xA21F,41503,0.56818486
0xA2,0x20,0xA220,41504,0.56821465
0xA2,0x21,0xA221,41505,0.56822672
0xA2,0x22,0xA222,41506,0.56824195
0xA2,0x23,0xA223,41507,0.56824282
0xA2,0x24,0xA224,41508,0.56824782
0xA2,0x25,0xA225,41509,0.56827512
0xA2,0x26,0xA226,41510,0.56829208
0xA2,0x27,0xA227,41511,0.5682923
0xA2,0x28,0xA228,41512,0.56830904
0xA2,0x29,0xA229,41513,0.56831405
0xA2,0x2A,0xA22A,41514,0.56832438
0xA2,0x2B,0xA22B,41515,0.56833732
0xA2,0x2C,0xA22C,41516,0.56835939
0xA2,0x2D,0xA22D,41517,0.56836766
0xA2,0x2E,0xA22E,41518,0.56839158
0xA2,0x2F,0xA22F,41519,0.56839659
0xA2,0x30,0xA230,41520,0.56842312
0xA2,0x31,0xA231,41521,0.56843911
0xA2,0x32,0xA232,41522,0.56845683
0xA2,0x33,0xA233,41523,0.56845748
0xA2,0x34,0xA234,41524,0.56847021
0xA2,0x35,0xA235,41525,0.56847597
0xA2,0x36,0xA236,41526,0.56849337
0xA2,0x37,0xA237,41527,0.56850283
0xA2,0x38,0xA238,41528,0.56852741
0xA2,0x39,0xA239,41529,0.56855046
0xA2,0x3A,0xA23A,41530,0.56856416
0xA2,0x3B,0xA23B,41531,0.56856362
0xA2,0x3C,0xA23C,41532,0.56858417
0xA2,0x3D,0xA23D,41533,0.56859777
0xA2,0x3E,0xA23E,41534,0.56862843
0xA2,0x3F,0xA23F,41535,0.56862985
0xA2,0x40,0xA240,41536,0.56865964
0xA2,0x41,0xA241,41537,0.56866519
0xA2,0x42,0xA242,41538,0.56868433
0xA2,0x43,0xA243,41539,0.5686927
0xA2,0x44,0xA244,41540,0.56869945
0xA2,0x45,0xA245,41541,0.56871293
0xA2,0x46,0xA246,41542,0.56873022
0xA2,0x47,0xA247,41543,0.56873424
0xA2,0x48,0xA248,41544,0.56874914
0xA2,0x49,0xA249,41545,0.56876926
0xA2,0x4A,0xA24A,41546,0.56877078
0xA2,0x4B,0xA24B,41547,0.56878731
0xA2,0x4C,0xA24C,41548,0.56880852
0xA2,0x4D,0xA24D,41549,0.56881243
0xA2,0x4E,0xA24E,41550,0.56882864
0xA2,0x4F,0xA24F,41551,0.56883918
0xA2,0x50,0xA250,41552,0.5688618
0xA2,0x51,0xA251,41553,0.568868
0xA2,0x52,0xA252,41554,0.56887888
0xA2,0x53,0xA253,41555,0.56889138
0xA2,0x54,0xA254,41556,0.56890715
0xA2,0x55,0xA255,41557,0.56892716
0xA2,0x56,0xA256,41558,0.56893619
0xA2,0x57,0xA257,41559,0.5689451
0xA2,0x58,0xA258,41560,0.5689674
0xA2,0x59,0xA259,41561,0.56897838
0xA2,0x5A,0xA25A,41562,0.5689985
0xA2,0x5B,0xA25B,41563,0.56899785
0xA2,0x5C,0xA25C,41564,0.56902808
0xA2,0x5D,0xA25D,41565,0.56903536
0xA2,0x5E,0xA25E,41566,0.56905537
