MSB,LSB,16-bit HEX,Decimal Value,Analog Output (V)
0x1C,0x5A,0x1C5A,7258,0.1029741
0x1C,0x5B,0x1C5B,7259,0.10298106
0x1C,0x5C,0x1C5C,7260,0.10296954
0x1C,0x5D,0x1C5D,7261,0.10301053
0x1C,0x5E,0x1C5E,7262,0.10300455
0x1C,0x5F,0x1C5F,7263,0.10297954
0x1C,0x60,0x1C60,7264,0.10289026
0x1C,0x61,0x1C61,7265,0.10297595
0x1C,0x62,0x1C62,7266,0.10302315
0x1C,0x63,0x1C63,7267,0.10305001
0x1C,0x64,0x1C64,7268,0.10305469
0x1C,0x65,0x1C65,7269,0.10311286
0x1C,0x66,0x1C66,7270,0.10312548
0x1C,0x67,0x1C67,7271,0.10311711
0x1C,0x68,0x1C68,7272,0.10308753
0x1C,0x69,0x1C69,7273,0.1031618
0x1C,0x6A,0x1C6A,7274,0.10318899
0x1C,0x6B,0x1C6B,7275,0.10320019
0x1C,0x6C,0x1C6C,7276,0.10319258
0x1C,0x6D,0x1C6D,7277,0.10323401
0x1C,0x6E,0x1C6E,7278,0.10323466
0x1C,0x6F,0x1C6F,7279,0.10321574
0x1C,0x70,0x1C70,7280,0.10317137
0x1C,0x71,0x1C71,7281,0.10325217
0x1C,0x72,0x1C72,7282,0.10328849
0x1C,0x73,0x1C73,7283,0.10330807
0x1C,0x74,0x1C74,7284,0.10330437
0x1C,0x75,0x1C75,7285,0.1033595
0x1C,0x76,0x1C76,7286,0.10336374
0x1C,0x77,0x1C77,7287,0.1033495
0x1C,0x78,0x1C78,7288,0.10330959
0x1C,0x79,0x1C79,7289,0.10337647
0x1C,0x7A,0x1C7A,7290,0.10339604
0x1C,0x7B,0x1C7B,7291,0.10339833
0x1C,0x7C,0x1C7C,7292,0.1033856
0x1C,0x7D,0x1C7D,7293,0.10341931
0x1C,0x7E,0x1C7E,7294,0.10340996
0x1C,0x7F,0x1C7F,7295,0.1033806
0x1C,0x80,0x1C80,7296,0.10327522
0x1C,0x81,0x1C81,7297,0.10336831
0x1C,0x82,0x1C82,7298,0.1034167
0x1C,0x83,0x1C83,7299,0.10344715
0x1C,0x84,0x1C84,7300,0.10345879
0x1C,0x85,0x1C85,7301,0.10351849
0x1C,0x86,0x1C86,7302,0.10353796
0x1C,0x87,0x1C87,7303,0.10353752
0x1C,0x88,0x1C88,7304,0.10350838
0x1C,0x89,0x1C89,7305,0.10358733
0x1C,0x8A,0x1C8A,7306,0.10361919
0x1C,0x8B,0x1C8B,7307,0.10363561
0x1C,0x8C,0x1C8C,7308,0.10363267
0x1C,0x8D,0x1C8D,7309,0.10367857
0x1C,0x8E,0x1C8E,7310,0.10368139
0x1C,0x8F,0x1C8F,7311,0.10366769
0x1C,0x90,0x1C90,7312,0.10362735
0x1C,0x91,0x1C91,7313,0.10371423
0x1C,0x92,0x1C92,7314,0.10375382
0x1C,0x93,0x1C93,7315,0.10377937
0x1C,0x94,0x1C94,7316,0.10378514
0x1C,0x95,0x1C95,7317,0.10383973
0x1C,0x96,0x1C96,7318,0.10385049
0x1C,0x97,0x1C97,7319,0.10383984
0x1C,0x98,0x1C98,7320,0.10380536
0x1C,0x99,0x1C99,7321,0.10387475
0x1C,0x9A,0x1C9A,7322,0.10390041
0x1C,0x9B,0x1C9B,7323,0.1039077
0x1C,0x9C,0x1C9C,7324,0.10389823
0x1C,0x9D,0x1C9D,7325,0.10393553
0x1C,0x9E,0x1C9E,7326,0.10393379
0x1C,0x9F,0x1C9F,7327,0.103909
0x1C,0xA0,0x1CA0,7328,0.10381994
0x1C,0xA1,0x1CA1,7329,0.10391118
0x1C,0xA2,0x1CA2,7330,0.10395576
0x1C,0xA3,0x1CA3,7331,0.10398251
0x1C,0xA4,0x1CA4,7332,0.1039898
0x1C,0xA5,0x1CA5,7333,0.10404733
0x1C,0xA6,0x1CA6,7334,0.10406092
0x1C,0xA7,0x1CA7,7335,0.10406244
0x1C,0xA8,0x1CA8,7336,0.10402743
0x1C,0xA9,0x1CA9,7337,0.10410148
0x1C,0xAA,0x1CAA,7338,0.10412802
0x1C,0xAB,0x1CAB,7339,0.10414063
0x1C,0xAC,0x1CAC,7340,0.10413356
0x1C,0xAD,0x1CAD,7341,0.1041775
0x1C,0xAE,0x1CAE,7342,0.10417782
0x1C,0xAF,0x1CAF,7343,0.10415683
0x1C,0xB0,0x1CB0,7344,0.10411638
0x1C,0xB1,0x1CB1,7345,0.10419392
0x1C,0xB2,0x1CB2,7346,0.10423546
0x1C,0xB3,0x1CB3,7347,0.10425297
0x1C,0xB4,0x1CB4,7348,0.10425525
0x1C,0xB5,0x1CB5,7349,0.10430462
0x1C,0xB6,0x1CB6,7350,0.10431028
0x1C,0xB7,0x1CB7,7351,0.1043006
0x1C,0xB8,0x1CB8,7352,0.10426254
0x1C,0xB9,0x1CB9,7353,0.10432822
0x1C,0xBA,0x1CBA,7354,0.10435051
0x1C,0xBB,0x1CBB,7355,0.10435356
0x1C,0xBC,0x1CBC,7356,0.10434181
0x1C,0xBD,0x1CBD,7357,0.10437607
0x1C,0xBE,0x1CBE,7358,0.10436759
0x1C,0xBF,0x1CBF,7359,0.10434051
0x1C,0xC0,0x1CC0,7360,0.10423807
0x1C,0xC1,0x1CC1,7361,0.10432757
0x1C,0xC2,0x1CC2,7362,0.1043777
0x1C,0xC3,0x1CC3,7363,0.10440499
0x1C,0xC4,0x1CC4,7364,0.10441641
0x1C,0xC5,0x1CC5,7365,0.10447601
0x1C,0xC6,0x1CC6,7366,0.1044908
0x1C,0xC7,0x1CC7,7367,0.10449177
0x1C,0xC8,0x1CC8,7368,0.10445774
0x1C,0xC9,0x1CC9,7369,0.10453353
0x1C,0xCA,0x1CCA,7370,0.10456453
0x1C,0xCB,0x1CCB,7371,0.10457801
0x1C,0xCC,0x1CCC,7372,0.10457529
0x1C,0xCD,0x1CCD,7373,0.10461933
0x1C,0xCE,0x1CCE,7374,0.10462303
0x1C,0xCF,0x1CCF,7375,0.10460281
0x1C,0xD0,0x1CD0,7376,0.10456333
0x1C,0xD1,0x1CD1,7377,0.10464533
0x1C,0xD2,0x1CD2,7378,0.1046873
0x1C,0xD3,0x1CD3,7379,0.10470916
0x1C,0xD4,0x1CD4,7380,0.10471155
0x1C,0xD5,0x1CD5,7381,0.1047644
0x1C,0xD6,0x1CD6,7382,0.10477071
0x1C,0xD7,0x1CD7,7383,0.10476332
0x1C,0xD8,0x1CD8,7384,0.10472547
0x1C,0xD9,0x1CD9,7385,0.1047942
0x1C,0xDA,0x1CDA,7386,0.10481769
0x1C,0xDB,0x1CDB,7387,0.10482497
0x1C,0xDC,0x1CDC,7388,0.10481084
0x1C,0xDD,0x1CDD,7389,0.10485129
0x1C,0xDE,0x1CDE,7390,0.10484368
0x1C,0xDF,0x1CDF,7391,0.10481954
0x1C,0xE0,0x1CE0,7392,0.10473015
0x1C,0xE1,0x1CE1,7393,0.1048141
0x1C,0xE2,0x1CE2,7394,0.10485806
0x1C,0xE3,0x1CE3,7395,0.10488373
0x1C,0xE4,0x1CE4,7396,0.10489025
0x1C,0xE5,0x1CE5,7397,0.10494648
0x1C,0xE6,0x1CE6,7398,0.10495898
0x1C,0xE7,0x1CE7,7399,0.10495202
0x1C,0xE8,0x1CE8,7400,0.10495246
0x1C,0xE9,0x1CE9,7401,0.10499139
0x1C,0xEA,0x1CEA,7402,0.10501803
0x1C,0xEB,0x1CEB,7403,0.10502869
0x1C,0xEC,0x1CEC,7404,0.10502042
0x1C,0xED,0x1CED,7405,0.10506294
0x1C,0xEE,0x1CEE,7406,0.10506001
0x1C,0xEF,0x1CEF,7407,0.10503989
0x1C,0xF0,0x1CF0,7408,0.10499574
0x1C,0xF1,0x1CF1,7409,0.1050761
0x1C,0xF2,0x1CF2,7410,0.1051109
0x1C,0xF3,0x1CF3,7411,0.10512873
0x1C,0xF4,0x1CF4,7412,0.10512721
0x1C,0xF5,0x1CF5,7413,0.10517734
0x1C,0xF6,0x1CF6,7414,0.10518006
0x1C,0xF7,0x1CF7,7415,0.10516734
0x1C,0xF8,0x1CF8,7416,0.10512776
0x1C,0xF9,0x1CF9,7417,0.10519061
0x1C,0xFA,0x1CFA,7418,0.10521269
0x1C,0xFB,0x1CFB,7419,0.10521508
0x1C,0xFC,0x1CFC,7420,0.10519964
0x1C,0xFD,0x1CFD,7421,0.10523324
0x1C,0xFE,0x1CFE,7422,0.10522302
0x1C,0xFF,0x1CFF,7423,0.10519181
0x1D,0x0,0x1D00,7424,0.10503945
0x1D,0x1,0x1D01,7425,0.10513211
0x1D,0x2,0x1D02,7426,0.10518148
0x1D,0x3,0x1D03,7427,0.1052129
0x1D,0x4,0x1D04,7428,0.10522465
0x1D,0x5,0x1D05,7429,0.10528848
0x1D,0x6,0x1D06,7430,0.10530773
0x1D,0x7,0x1D07,7431,0.10530632
0x1D,0x8,0x1D08,7432,0.10527772
0x1D,0x9,0x1D09,7433,0.10535591
0x1D,0xA,0x1D0A,7434,0.10538733
0x1D,0xB,0x1D0B,7435,0.10540615
0x1D,0xC,0x1D0C,7436,0.10540289
0x1D,0xD,0x1D0D,7437,0.10544889
0x1D,0xE,0x1D0E,7438,0.10545226
0x1D,0xF,0x1D0F,7439,0.10543671
0x1D,0x10,0x1D10,7440,0.10539875
0x1D,0x11,0x1D11,7441,0.1054864
0x1D,0x12,0x1D12,7442,0.10552664
0x1D,0x13,0x1D13,7443,0.10555176
0x1D,0x14,0x1D14,7444,0.10555502
0x1D,0x15,0x1D15,7445,0.10560972
0x1D,0x16,0x1D16,7446,0.1056219
0x1D,0x17,0x1D17,7447,0.10561385
0x1D,0x18,0x1D18,7448,0.1055784
0x1D,0x19,0x1D19,7449,0.10564909
0x1D,0x1A,0x1D1A,7450,0.10567453
0x1D,0x1B,0x1D1B,7451,0.1056803
0x1D,0x1C,0x1D1C,7452,0.1056729
0x1D,0x1D,0x1D1D,7453,0.10571379
0x1D,0x1E,0x1D1E,7454,0.1057077
0x1D,0x1F,0x1D1F,7455,0.10568715
0x1D,0x20,0x1D20,7456,0.10559896
0x1D,0x21,0x1D21,7457,0.10568432
0x1D,0x22,0x1D22,7458,0.10573206
0x1D,0x23,0x1D23,7459,0.10575784
0x1D,0x24,0x1D24,7460,0.10577056
0x1D,0x25,0x1D25,7461,0.10582613
0x1D,0x26,0x1D26,7462,0.10584037
0x1D,0x27,0x1D27,7463,0.1058394
0x1D,0x28,0x1D28,7464,0.10580731
0x1D,0x29,0x1D29,7465,0.10588115
0x1D,0x2A,0x1D2A,7466,0.10591345
0x1D,0x2B,0x1D2B,7467,0.10592422
0x1D,0x2C,0x1D2C,7468,0.1059178
0x1D,0x2D,0x1D2D,7469,0.10596119
0x1D,0x2E,0x1D2E,7470,0.10596174
0x1D,0x2F,0x1D2F,7471,0.10594227
0x1D,0x30,0x1D30,7472,0.10590225
0x1D,0x31,0x1D31,7473,0.10598392
0x1D,0x32,0x1D32,7474,0.10602133
0x1D,0x33,0x1D33,7475,0.10604232
0x1D,0x34,0x1D34,7476,0.10604253
0x1D,0x35,0x1D35,7477,0.10609212
0x1D,0x36,0x1D36,7478,0.10609995
0x1D,0x37,0x1D37,7479,0.1060894
0x1D,0x38,0x1D38,7480,0.10605047
0x1D,0x39,0x1D39,7481,0.10611681
0x1D,0x3A,0x1D3A,7482,0.1061366
0x1D,0x3B,0x1D3B,7483,0.1061441
0x1D,0x3C,0x1D3C,7484,0.10612953
0x1D,0x3D,0x1D3D,7485,0.1061652
0x1D,0x3E,0x1D3E,7486,0.10615868
0x1D,0x3F,0x1D3F,7487,0.10613149
0x1D,0x40,0x1D40,7488,0.10603188
0x1D,0x41,0x1D41,7489,0.10612083
0x1D,0x42,0x1D42,7490,0.10616781
0x1D,0x43,0x1D43,7491,0.10619728
0x1D,0x44,0x1D44,7492,0.10620729
0x1D,0x45,0x1D45,7493,0.10626818
0x1D,0x46,0x1D46,7494,0.10626786
0x1D,0x47,0x1D47,7495,0.10628504
0x1D,0x48,0x1D48,7496,0.10625394
0x1D,0x49,0x1D49,7497,0.10632854
0x1D,0x4A,0x1D4A,7498,0.10635997
0x1D,0x4B,0x1D4B,7499,0.10637454
0x1D,0x4C,0x1D4C,7500,0.10637041
0x1D,0x4D,0x1D4D,7501,0.10641597
0x1D,0x4E,0x1D4E,7502,0.10641673
0x1D,0x4F,0x1D4F,7503,0.10639933
0x1D,0x50,0x1D50,7504,0.10636181
0x1D,0x51,0x1D51,7505,0.10644566
0x1D,0x52,0x1D52,7506,0.10648296
0x1D,0x53,0x1D53,7507,0.10650721
0x1D,0x54,0x1D54,7508,0.10651015
0x1D,0x55,0x1D55,7509,0.10656289
0x1D,0x56,0x1D56,7510,0.10657007
0x1D,0x57,0x1D57,7511,0.1065618
0x1D,0x58,0x1D58,7512,0.10652526
0x1D,0x59,0x1D59,7513,0.10659203
0x1D,0x5A,0x1D5A,7514,0.106619
0x1D,0x5B,0x1D5B,7515,0.10662324
0x1D,0x5C,0x1D5C,7516,0.10661161
0x1D,0x5D,0x1D5D,7517,0.10664793
0x1D,0x5E,0x1D5E,7518,0.10664401
0x1D,0x5F,0x1D5F,7519,0.10661922
0x1D,0x60,0x1D60,7520,0.10653015
0x1D,0x61,0x1D61,7521,0.10661857
0x1D,0x62,0x1D62,7522,0.10665956
0x1D,0x63,0x1D63,7523,0.10668414
0x1D,0x64,0x1D64,7524,0.10669393
0x1D,0x65,0x1D65,7525,0.10675058
0x1D,0x66,0x1D66,7526,0.10676244
0x1D,0x67,0x1D67,7527,0.10675831
0x1D,0x68,0x1D68,7528,0.10672372
0x1D,0x69,0x1D69,7529,0.10679256
0x1D,0x6A,0x1D6A,7530,0.10682127
0x1D,0x6B,0x1D6B,7531,0.10683247
0x1D,0x6C,0x1D6C,7532,0.10682845
0x1D,0x6D,0x1D6D,7533,0.10687097
0x1D,0x6E,0x1D6E,7534,0.10686586
0x1D,0x6F,0x1D6F,7535,0.1068453
0x1D,0x70,0x1D70,7536,0.10680518
0x1D,0x71,0x1D71,7537,0.10688565
0x1D,0x72,0x1D72,7538,0.10692121
0x1D,0x73,0x1D73,7539,0.10694035
0x1D,0x74,0x1D74,7540,0.10693796
0x1D,0x75,0x1D75,7541,0.10698635
0x1D,0x76,0x1D76,7542,0.10699135
0x1D,0x77,0x1D77,7543,0.10697939
0x1D,0x78,0x1D78,7544,0.10694176
0x1D,0x79,0x1D79,7545,0.10700353
0x1D,0x7A,0x1D7A,7546,0.1070255
0x1D,0x7B,0x1D7B,7547,0.10702909
0x1D,0x7C,0x1D7C,7548,0.10701343
0x1D,0x7D,0x1D7D,7549,0.10704996
0x1D,0x7E,0x1D7E,7550,0.10703909
0x1D,0x7F,0x1D7F,7551,0.10701016
0x1D,0x80,0x1D80,7552,0.10690392
0x1D,0x81,0x1D81,7553,0.10699527
0x1D,0x82,0x1D82,7554,0.10704333
0x1D,0x83,0x1D83,7555,0.10707476
0x1D,0x84,0x1D84,7556,0.10708716
0x1D,0x85,0x1D85,7557,0.10714479
0x1D,0x86,0x1D86,7558,0.10716665
0x1D,0x87,0x1D87,7559,0.10716502
0x1D,0x88,0x1D88,7560,0.10713435
0x1D,0x89,0x1D89,7561,0.10721124
0x1D,0x8A,0x1D8A,7562,0.10724343
0x1D,0x8B,0x1D8B,7563,0.10725908
0x1D,0x8C,0x1D8C,7564,0.10725767
0x1D,0x8D,0x1D8D,7565,0.10730128
0x1D,0x8E,0x1D8E,7566,0.10730443
0x1D,0x8F,0x1D8F,7567,0.10728736
0x1D,0x90,0x1D90,7568,0.10725115
0x1D,0x91,0x1D91,7569,0.10733456
0x1D,0x92,0x1D92,7570,0.10737436
0x1D,0x93,0x1D93,7571,0.10739524
0x1D,0x94,0x1D94,7572,0.10739926
0x1D,0x95,0x1D95,7573,0.10745635
0x1D,0x96,0x1D96,7574,0.10746364
0x1D,0x97,0x1D97,7575,0.10745624
0x1D,0x98,0x1D98,7576,0.10742297
0x1D,0x99,0x1D99,7577,0.10749159
0x1D,0x9A,0x1D9A,7578,0.1075166
0x1D,0x9B,0x1D9B,7579,0.1075266
0x1D,0x9C,0x1D9C,7580,0.10751323
0x1D,0x9D,0x1D9D,7581,0.1075527
0x1D,0x9E,0x1D9E,7582,0.10754672
0x1D,0x9F,0x1D9F,7583,0.10752323
0x1D,0xA0,0x1DA0,7584,0.10743341
0x1D,0xA1,0x1DA1,7585,0.10752019
0x1D,0xA2,0x1DA2,7586,0.10756738
0x1D,0xA3,0x1DA3,7587,0.10759424
0x1D,0xA4,0x1DA4,7588,0.10760109
0x1D,0xA5,0x1DA5,7589,0.10765786
0x1D,0xA6,0x1DA6,7590,0.1076745
0x1D,0xA7,0x1DA7,7591,0.10766776
0x1D,0xA8,0x1DA8,7592,0.10763546
0x1D,0xA9,0x1DA9,7593,0.10770734
0x1D,0xAA,0x1DAA,7594,0.10773518
0x1D,0xAB,0x1DAB,7595,0.10774475
0x1D,0xAC,0x1DAC,7596,0.10774138
0x1D,0xAD,0x1DAD,7597,0.10778509
0x1D,0xAE,0x1DAE,7598,0.10778303
0x1D,0xAF,0x1DAF,7599,0.10776498
0x1D,0xB0,0x1DB0,7600,0.10772202
0x1D,0xB1,0x1DB1,7601,0.10780467
0x1D,0xB2,0x1DB2,7602,0.10783892
0x1D,0xB3,0x1DB3,7603,0.10785839
0x1D,0xB4,0x1DB4,7604,0.10785958
0x1D,0xB5,0x1DB5,7605,0.10791037
0x1D,0xB6,0x1DB6,7606,0.10791505
0x1D,0xB7,0x1DB7,7607,0.107907
0x1D,0xB8,0x1DB8,7608,0.10787068
0x1D,0xB9,0x1DB9,7609,0.10793266
0x1D,0xBA,0x1DBA,7610,0.10795376
0x1D,0xBB,0x1DBB,7611,0.10795789
0x1D,0xBC,0x1DBC,7612,0.10794452
0x1D,0xBD,0x1DBD,7613,0.10797964
0x1D,0xBE,0x1DBE,7614,0.10797181
0x1D,0xBF,0x1DBF,7615,0.10794267
0x1D,0xC0,0x1DC0,7616,0.1078411
0x1D,0xC1,0x1DC1,7617,0.10792962
0x1D,0xC2,0x1DC2,7618,0.1079754
0x1D,0xC3,0x1DC3,7619,0.10800465
0x1D,0xC4,0x1DC4,7620,0.10801303
0x1D,0xC5,0x1DC5,7621,0.10807186
0x1D,0xC6,0x1DC6,7622,0.10808893
0x1D,0xC7,0x1DC7,7623,0.10808404
0x1D,0xC8,0x1DC8,7624,0.10805402
0x1D,0xC9,0x1DC9,7625,0.10813015
0x1D,0xCA,0x1DCA,7626,0.10816179
0x1D,0xCB,0x1DCB,7627,0.10817571
0x1D,0xCC,0x1DCC,7628,0.10817027
0x1D,0xCD,0x1DCD,7629,0.10821388
0x1D,0xCE,0x1DCE,7630,0.10821453
0x1D,0xCF,0x1DCF,7631,0.10819681
0x1D,0xD0,0x1DD0,7632,0.10815766
0x1D,0xD1,0x1DD1,7633,0.10824205
0x1D,0xD2,0x1DD2,7634,0.1082813
0x1D,0xD3,0x1DD3,7635,0.10829925
0x1D,0xD4,0x1DD4,7636,0.10830295
0x1D,0xD5,0x1DD5,7637,0.10835253
0x1D,0xD6,0x1DD6,7638,0.10836308
0x1D,0xD7,0x1DD7,7639,0.10835253
0x1D,0xD8,0x1DD8,7640,0.10831349
0x1D,0xD9,0x1DD9,7641,0.10838059
0x1D,0xDA,0x1DDA,7642,0.10840539
0x1D,0xDB,0x1DDB,7643,0.10841202
0x1D,0xDC,0x1DDC,7644,0.10840082
0x1D,0xDD,0x1DDD,7645,0.10843616
0x1D,0xDE,0x1DDE,7646,0.10842844
0x1D,0xDF,0x1DDF,7647,0.1084018
0x1D,0xE0,0x1DE0,7648,0.10831458
0x1D,0xE1,0x1DE1,7649,0.10840201
0x1D,0xE2,0x1DE2,7650,0.10844399
0x1D,0xE3,0x1DE3,7651,0.10846802
0x1D,0xE4,0x1DE4,7652,0.10847574
0x1D,0xE5,0x1DE5,7653,0.10852816
0x1D,0xE6,0x1DE6,7654,0.10854001
0x1D,0xE7,0x1DE7,7655,0.10853556
0x1D,0xE8,0x1DE8,7656,0.10849869
0x1D,0xE9,0x1DE9,7657,0.10857035
0x1D,0xEA,0x1DEA,7658,0.10859732
0x1D,0xEB,0x1DEB,7659,0.10860646
0x1D,0xEC,0x1DEC,7660,0.10860037
0x1D,0xED,0x1DED,7661,0.10863963
0x1D,0xEE,0x1DEE,7662,0.10863593
0x1D,0xEF,0x1DEF,7663,0.10861679
0x1D,0xF0,0x1DF0,7664,0.1085759
0x1D,0xF1,0x1DF1,7665,0.10865692
0x1D,0xF2,0x1DF2,7666,0.10869117
0x1D,0xF3,0x1DF3,7667,0.10870781
0x1D,0xF4,0x1DF4,7668,0.10870596
0x1D,0xF5,0x1DF5,7669,0.10875435
0x1D,0xF6,0x1DF6,7670,0.10875794
0x1D,0xF7,0x1DF7,7671,0.10874435
0x1D,0xF8,0x1DF8,7672,0.10870498
0x1D,0xF9,0x1DF9,7673,0.10876729
0x1D,0xFA,0x1DFA,7674,0.10878698
0x1D,0xFB,0x1DFB,7675,0.1087885
0x1D,0xFC,0x1DFC,7676,0.10877621
0x1D,0xFD,0x1DFD,7677,0.10880427
0x1D,0xFE,0x1DFE,7678,0.10879372
0x1D,0xFF,0x1DFF,7679,0.10876642
0x1E,0x0,0x1E00,7680,0.10856024
0x1E,0x1,0x1E01,7681,0.10865039
0x1E,0x2,0x1E02,7682,0.10869955
0x1E,0x3,0x1E03,7683,0.10873163
0x1E,0x4,0x1E04,7684,0.10874326
0x1E,0x5,0x1E05,7685,0.10880329
0x1E,0x6,0x1E06,7686,0.10882417
0x1E,0x7,0x1E07,7687,0.10882417
0x1E,0x8,0x1E08,7688,0.10879524
0x1E,0x9,0x1E09,7689,0.10887474
0x1E,0xA,0x1E0A,7690,0.1089066
0x1E,0xB,0x1E0B,7691,0.10891976
0x1E,0xC,0x1E0C,7692,0.1089215
0x1E,0xD,0x1E0D,7693,0.10896782
0x1E,0xE,0x1E0E,7694,0.10897174
0x1E,0xF,0x1E0F,7695,0.10895825
0x1E,0x10,0x1E10,7696,0.10891976
0x1E,0x11,0x1E11,7697,0.10900589
0x1E,0x12,0x1E12,7698,0.10904819
0x1E,0x13,0x1E13,7699,0.10907222
0x1E,0x14,0x1E14,7700,0.10907853
0x1E,0x15,0x1E15,7701,0.10912888
0x1E,0x16,0x1E16,7702,0.10914149
0x1E,0x17,0x1E17,7703,0.10913431
0x1E,0x18,0x1E18,7704,0.10909941
0x1E,0x19,0x1E19,7705,0.10916857
0x1E,0x1A,0x1E1A,7706,0.10919315
0x1E,0x1B,0x1E1B,7707,0.10920413
0x1E,0x1C,0x1E1C,7708,0.10919543
0x1E,0x1D,0x1E1D,7709,0.10923654
0x1E,0x1E,0x1E1E,7710,0.10923099
0x1E,0x1F,0x1E1F,7711,0.10920859
0x1E,0x20,0x1E20,7712,0.10912301
0x1E,0x21,0x1E21,7713,0.10921131
0x1E,0x22,0x1E22,7714,0.10925785
0x1E,0x23,0x1E23,7715,0.10928613
0x1E,0x24,0x1E24,7716,0.10929548
0x1E,0x25,0x1E25,7717,0.10935181
0x1E,0x26,0x1E26,7718,0.10936692
0x1E,0x27,0x1E27,7719,0.10936605
0x1E,0x28,0x1E28,7720,0.10933376
0x1E,0x29,0x1E29,7721,0.10940662
0x1E,0x2A,0x1E2A,7722,0.10943913
0x1E,0x2B,0x1E2B,7723,0.10945142
0x1E,0x2C,0x1E2C,7724,0.10944381
0x1E,0x2D,0x1E2D,7725,0.10948796
0x1E,0x2E,0x1E2E,7726,0.10949274
0x1E,0x2F,0x1E2F,7727,0.10947034
0x1E,0x30,0x1E30,7728,0.10943022
0x1E,0x31,0x1E31,7729,0.10951232
0x1E,0x32,0x1E32,7730,0.10955256
0x1E,0x33,0x1E33,7731,0.10957082
0x1E,0x34,0x1E34,7732,0.10957115
0x1E,0x35,0x1E35,7733,0.10962204
0x1E,0x36,0x1E36,7734,0.10962911
0x1E,0x37,0x1E37,7735,0.10962857
0x1E,0x38,0x1E38,7736,0.109578
0x1E,0x39,0x1E39,7737,0.10964836
0x1E,0x3A,0x1E3A,7738,0.10966837
0x1E,0x3B,0x1E3B,7739,0.10967446
0x1E,0x3C,0x1E3C,7740,0.10966663
0x1E,0x3D,0x1E3D,7741,0.10969773
0x1E,0x3E,0x1E3E,7742,0.10969208
0x1E,0x3F,0x1E3F,7743,0.1096638
0x1E,0x40,0x1E40,7744,0.10956082
0x1E,0x41,0x1E41,7745,0.10965586
0x1E,0x42,0x1E42,7746,0.10970045
0x1E,0x43,0x1E43,7747,0.10972807
0x1E,0x44,0x1E44,7748,0.10973134
0x1E,0x45,0x1E45,7749,0.1098018
0x1E,0x46,0x1E46,7750,0.10981801
0x1E,0x47,0x1E47,7751,0.10981703
0x1E,0x48,0x1E48,7752,0.10978658
0x1E,0x49,0x1E49,7753,0.10986129
0x1E,0x4A,0x1E4A,7754,0.10989369
0x1E,0x4B,0x1E4B,7755,0.10990794
0x1E,0x4C,0x1E4C,7756,0.10990631
0x1E,0x4D,0x1E4D,7757,0.10995035
0x1E,0x4E,0x1E4E,7758,0.10995035
0x1E,0x4F,0x1E4F,7759,0.10993534
0x1E,0x50,0x1E50,7760,0.10989783
0x1E,0x51,0x1E51,7761,0.1099796
0x1E,0x52,0x1E52,7762,0.11001973
0x1E,0x53,0x1E53,7763,0.11004137
0x1E,0x54,0x1E54,7764,0.11004572
0x1E,0x55,0x1E55,7765,0.11009966
0x1E,0x56,0x1E56,7766,0.11010629
0x1E,0x57,0x1E57,7767,0.11009749
0x1E,0x58,0x1E58,7768,0.11006421
0x1E,0x59,0x1E59,7769,0.11012902
0x1E,0x5A,0x1E5A,7770,0.11015534
0x1E,0x5B,0x1E5B,7771,0.11016143
0x1E,0x5C,0x1E5C,7772,0.11015066
0x1E,0x5D,0x1E5D,7773,0.1101884
0x1E,0x5E,0x1E5E,7774,0.11018448
0x1E,0x5F,0x1E5F,7775,0.11015969
0x1E,0x60,0x1E60,7776,0.1100716
0x1E,0x61,0x1E61,7777,0.11016056
0x1E,0x62,0x1E62,7778,0.11020438
0x1E,0x63,0x1E63,7779,0.1102295
0x1E,0x64,0x1E64,7780,0.11023625
0x1E,0x65,0x1E65,7781,0.11029345
0x1E,0x66,0x1E66,7782,0.11030497
0x1E,0x67,0x1E67,7783,0.11030084
0x1E,0x68,0x1E68,7784,0.11026648
0x1E,0x69,0x1E69,7785,0.11033782
0x1E,0x6A,0x1E6A,7786,0.11036968
0x1E,0x6B,0x1E6B,7787,0.11037947
0x1E,0x6C,0x1E6C,7788,0.11037272
0x1E,0x6D,0x1E6D,7789,0.11041231
0x1E,0x6E,0x1E6E,7790,0.11041383
0x1E,0x6F,0x1E6F,7791,0.11039404
0x1E,0x70,0x1E70,7792,0.11035076
0x1E,0x71,0x1E71,7793,0.11043264
0x1E,0x72,0x1E72,7794,0.11046788
0x1E,0x73,0x1E73,7795,0.11048691
0x1E,0x74,0x1E74,7796,0.11048778
0x1E,0x75,0x1E75,7797,0.11053345
0x1E,0x76,0x1E76,7798,0.11053845
0x1E,0x77,0x1E77,7799,0.11052823
0x1E,0x78,0x1E78,7800,0.11049028
0x1E,0x79,0x1E79,7801,0.11055248
0x1E,0x7A,0x1E7A,7802,0.11057314
0x1E,0x7B,0x1E7B,7803,0.11057565
0x1E,0x7C,0x1E7C,7804,0.1105626
0x1E,0x7D,0x1E7D,7805,0.11059565
0x1E,0x7E,0x1E7E,7806,0.11058859
0x1E,0x7F,0x1E7F,7807,0.11056064
0x1E,0x80,0x1E80,7808,0.11045418
0x1E,0x81,0x1E81,7809,0.11054552
0x1E,0x82,0x1E82,7810,0.11059468
0x1E,0x83,0x1E83,7811,0.11062371
0x1E,0x84,0x1E84,7812,0.11063415
